Date,Label,Account ID,Campaign ID,Adgroup ID,Keyword ID,Publisher,Account Name,*Campaign Name,Ad Group Name,Keyword,Focus Word *,Industry*,Device Type*,Impressions,Cost Per Click,Cost,Click Count,Total Unreconciled Publisher Lead Revenue ,Total Publisher Clickout Revenue ,Leads,Clickouts,Lead Users ,Lead request Users 
9/30/2018,,19795620988904,15969073502193,62718079721042,82564137436254,Bing,Edu - Bing,Edu - Surgical (Desktop),Surgical - Schools,+surgical technologist school near me,Surgical,Edu,#VALUE!,"65,891.00",$0.53 ,$0.51 ,141,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,50950799088637,56568256871755,32906414369016,42721800947844,Bing,Lif - Bing,Lif - Universal (Desktop),Universal - Index,what is +indexed universal +life insurance,Universal,Lif,#VALUE!,"11,880.00",$0.15 ,$0.51 ,194,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,35413776484147,71068378433312,76561243114246,13384688927660,Google,Car - Google,Car - Suspended (Mobile),Suspended - General,auto insurance for +suspended drivers,Suspended,Car,#NAME?,"28,195.00",$0.46 ,$0.51 ,89,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,67861082827149,86073369995204,49310502068980,15418153655130,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in fort wayne indiana,CNA,Edu,#NAME?,"16,406.00",$0.33 ,$0.51 ,33,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,14235920719256,57491330727961,23209291217742,38359503688824,Google,Edu - Google,Edu - Dialysis (Desktop),Dialysis - Programs,+dialysis training program,Dialysis,Edu,#VALUE!,"21,532.00",$0.06 ,$0.51 ,267,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,919827087937,59124964061112,46661463481155,42096899310047,Google,Edu - Google,Edu - Dialysis (Mobile),Dialysis - Programs,+dialysis Technician +Programs near me,Dialysis,Edu,#NAME?,"60,534.00",$0.65 ,$0.51 ,69,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,25029004068346,55106418470805,79738928659404,3976445174707,Google,Edu - Google,Edu - Dialysis (Mobile),Dialysis - Training,+dialysis Technician training Programs,Dialysis,Edu,#NAME?,"97,571.00",$0.14 ,$0.51 ,413,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,61380260687171,32353074884673,89669449314258,92494042804247,Google,Edu - Google,Edu - EKG (Mobile),EKG - Classes,+ekg Technician +Online,EKG,Edu,#NAME?,"84,640.00",$0.81 ,$0.51 ,449,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,38788791889019,36961795096147,13704384668031,14228651921906,Google,Edu - Google,Edu - EMT (Mobile),EMT - Classes,1 year paramedic program,EMT,Edu,#NAME?,"47,090.00",$0.58 ,$0.51 ,285,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,58244245220635,71546096289199,58523297339806,44574299791511,Google,Edu - Google,Edu - Homeland.Security (Mobile),Homeland.Security - Certificate,+homeland.security cert,Homeland.Security,Edu,#NAME?,"37,671.00",$0.72 ,$0.51 ,434,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,74784460703255,34305965028788,57837364069268,62924717188420,Google,Edu - Google,Edu - Medical.Assistant (Mobile),Medical.Assistant - Classes,what +classes do you take for +medical.assistant,Medical.Assistant,Edu,#NAME?,"70,131.00",$0.42 ,$0.51 ,418,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,24728722413600,9538797223163,57639644770741,25718312937015,Google,Edu - Google,Edu - Parole.Officer (Desktop),Parole.Officer - Become,how do i +become a +parole.officer,Parole.Officer,Edu,#VALUE!,"15,888.00",$0.49 ,$0.51 ,459,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,48943532841124,8062274821615,79859254183282,44801362079694,Google,Edu - Google,Edu - Parole.Officer (Desktop),Parole.Officer - Become,how do i become a +parole.officer,Parole.Officer,Edu,#VALUE!,"88,620.00",$0.83 ,$0.51 ,56,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,62594607712757,91597861900200,27890617986049,83855706489854,Google,Edu - Google,Edu - Phlebotomy (Mobile),Phlebotomy - Training Test,train as +phlebotomist,Phlebotomy,Edu,#NAME?,"1,035.00",$0.04 ,$0.51 ,310,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,78319710286123,63344058398723,21561907211644,10213774692772,Google,Edu - Google,Edu - Prison (Desktop),Prison - Be/Become,what do you need to +become a prison.+officer,Prison,Edu,#VALUE!,"47,033.00",$0.32 ,$0.51 ,426,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,74134060796607,80648338349781,32232091648255,52795175227637,Google,Edu - Google,Edu - Probation (Mobile),Probation - Become,how do i +become a +probation officer,Probation,Edu,#NAME?,"62,621.00",$0.31 ,$0.51 ,248,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,36503818015282,39978028955933,1169912673426,7372865791795,Google,Edu - Google,Edu - Real.Estate (Desktop),Real.Estate - Courses,+real.estate broker continuing education,Real.Estate,Edu,#VALUE!,"10,737.00",$0.92 ,$0.51 ,65,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,63817970610424,6233643333592,70232280358796,13453354649938,Google,Edu - Google,Edu - Real.Estate (Mobile),Real.Estate - Schools,realtors +real.estate school,Real.Estate,Edu,#NAME?,"16,234.00",$0.55 ,$0.51 ,357,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,74785114916258,56228986911859,1107388507892,50813337348493,Google,Edu - Google,Edu - Respiratory.Therapist (Desktop),Respiratory.Therapist - Schools,+respiratory.therapist community college,Respiratory.Therapist,Edu,#VALUE!,"93,345.00",$0.45 ,$0.51 ,470,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,31034976576494,33659862650923,24299567471615,55059478680802,Google,Edu - Google,Edu - Security (Mobile),Security - Guard Training,+security guard license check,Security,Edu,#NAME?,"29,043.00",$0.59 ,$0.51 ,412,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,13864307219624,1046012158324,52428066597822,29868569929379,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Schools,+scrub +school,Surgical,Edu,#NAME?,"82,743.00",$0.15 ,$0.51 ,113,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,9083062844118,1125152988886,79919297865010,89895248953020,Bing,Car - Bing,Car - High.Risk (Mobile),High.Risk - General,+high.risk car insurance,High.Risk,Car,#NAME?,"95,559.00",$0.31 ,$0.50 ,271,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,18446778192777,59782293038136,9954993630378,61661003318899,Bing,Edu - Bing,Edu - Correctional (Desktop),Correctional - Classes,nys +corrections exam list,Correctional,Edu,#VALUE!,"4,281.00",$0.50 ,$0.50 ,420,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,45539388812658,22089441150801,68472969062380,93856751083021,Bing,Lif - Bing,Lif - Term (Desktop),Term - Quotes,level +life insurance policy,Term,Lif,#VALUE!,"98,600.00",$0.85 ,$0.50 ,73,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,1023890655633,53417575487041,39182994584533,13940272731703,Bing,Lif - Bing,Lif - Universal (Desktop),Universal - Index,best +indexed universal +life policies,Universal,Lif,#VALUE!,"26,024.00",$0.60 ,$0.50 ,185,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,81603443223986,69725940558782,44119176985926,62711321957404,Google,Edu - Google,Edu - Anesthesia (Desktop),Anesthesia - Certification,certified +anesthesiologist assistant,Anesthesia,Edu,#VALUE!,"69,455.00",$0.01 ,$0.50 ,439,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,19903292204459,43727589115374,28892617908848,68715888379369,Google,Edu - Google,Edu - Anesthesia (Mobile),Anesthesia - Programs,+anesthesiologist assistant Programs,Anesthesia,Edu,#NAME?,"53,267.00",$0.34 ,$0.50 ,340,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,6178099104765,72105183949276,1959571595601,20506303936638,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in athens ga,CNA,Edu,#NAME?,"92,451.00",$0.19 ,$0.50 ,380,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,948186199627,93132972848547,32423782734996,61088967784109,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in clarksville tn,CNA,Edu,#NAME?,"33,333.00",$0.94 ,$0.50 ,446,$25.32 ,$6.33 ,1,2,3,4
9/30/2018,,11526189079092,66889886997563,34207355653685,3147469078916,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,matc nursing assistant,CNA,Edu,#NAME?,"65,008.00",$0.58 ,$0.50 ,320,$4.88 ,$1.22 ,0,0,1,1
9/30/2018,,1457933740007,46913930897797,60428781184781,93344551471248,Google,Edu - Google,Edu - EKG (Mobile),EKG - Classes,+ekg +Classes,EKG,Edu,#NAME?,"54,035.00",$0.30 ,$0.50 ,51,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,20877211719223,2406467062780,59280420160498,38979358356922,Google,Edu - Google,Edu - EKG (Mobile),EKG - Schools,+ekg school near me,EKG,Edu,#NAME?,"78,404.00",$0.40 ,$0.50 ,26,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,8618327617346,66037548069896,10830833934110,86108895616527,Google,Edu - Google,Edu - EKG (Mobile),EKG - Schools,+ekg school Online,EKG,Edu,#NAME?,"54,704.00",$0.99 ,$0.50 ,171,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,70587409524091,94210992251287,24310418526964,53775682606424,Google,Edu - Google,Edu - Human.Resources (Desktop),Human.Resources - Certification,+hr degree Programs,Human.Resources,Edu,#VALUE!,"56,289.00",$0.72 ,$0.50 ,213,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,57422756773896,81705664938187,2196083641284,33627209441471,Google,Edu - Google,Edu - Human.Resources (Desktop),Human.Resources - Qualifications,+hr manager qualifications needed,Human.Resources,Edu,#VALUE!,"47,747.00",$0.34 ,$0.50 ,395,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,58857095213016,51556855616460,75985098058837,60213005120537,Google,Edu - Google,Edu - Medical/Lab (Desktop),Medical/Lab - Certification,+clinical.technician +certification,Medical/Lab,Edu,#VALUE!,"44,890.00",$0.75 ,$0.50 ,269,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,4408978376216,33584548900132,10441626783637,51433100266722,Google,Edu - Google,Edu - Medical/Lab (Desktop),Medical/Lab - Classes,+med.tech +education,Medical/Lab,Edu,#VALUE!,"71,183.00",$0.59 ,$0.50 ,360,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,81116122128130,59472897679357,15161503680539,66741709701454,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Programs,+medical.technologist Programs,Medical/Lab,Edu,#NAME?,"92,911.00",$0.87 ,$0.50 ,428,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,2140645312086,35379420017772,14459674112974,30677999821017,Google,Edu - Google,Edu - Parole.Officer (Desktop),Parole.Officer - Become,+parole.officer application,Parole.Officer,Edu,#VALUE!,"28,045.00",$0.59 ,$0.50 ,148,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,3677046653232,75282359271705,89721713263951,3431915474271,Google,Edu - Google,Edu - Phlebotomy (Desktop),Phlebotomy - Certification,+phlebotomy certification near,Phlebotomy,Edu,#VALUE!,"2,989.00",$0.98 ,$0.50 ,83,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,88853768047444,8684184636363,43536242424013,22325377180583,Google,Edu - Google,Edu - Police (Mobile),Police - Academy Training,+police +officers training,Police,Edu,#NAME?,"39,697.00",$0.22 ,$0.50 ,467,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,82791049382467,11868748394886,28869674522972,39919544692186,Google,Edu - Google,Edu - Real.Estate (Mobile),Real.Estate - Schools,+real.estate agent +school +Online,Real.Estate,Edu,#NAME?,"41,670.00",$0.58 ,$0.50 ,206,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,48728930232208,86857191762717,23821396261204,42140513431645,Google,Edu - Google,Edu - Respiratory.Therapist (Desktop),Respiratory.Therapist - Become,+respiratory.therapist education requirements,Respiratory.Therapist,Edu,#VALUE!,"51,489.00",$0.15 ,$0.50 ,278,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,40347641025809,31409104668733,76538848194739,3963489969305,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Degrees,online +respiratory.therapy associates degree,Respiratory.Therapist,Edu,#NAME?,"65,677.00",$0.80 ,$0.50 ,99,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,85957519943303,76287710472121,57813510253414,2534992617190,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Classes,colleges for +surgical technician,Surgical,Edu,#NAME?,"3,701.00",$0.37 ,$0.50 ,442,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,34534898458471,88817263065649,85510871676602,87566530846760,Bing,Edu - Bing,Edu - Caregiver (Mobile),Caregiver - Certification,+caregiver +certification,Caregiver,Edu,#NAME?,"52,702.00",$0.66 ,$0.49 ,175,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,68164686051760,60363182443210,76271095855299,29921700133025,Bing,Edu - Bing,Edu - EKG (Mobile),EKG - Certification,basic +ekg certification,EKG,Edu,#NAME?,"54,121.00",$0.76 ,$0.49 ,261,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,51223527570781,73055034972427,36930246608058,84360970717328,Bing,Edu - Bing,Edu - EKG (Mobile),EKG - Classes,accredited +online +ekg +courses,EKG,Edu,#NAME?,"63,101.00",$0.31 ,$0.49 ,225,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,63964918866824,70739098729003,23220917009746,13713305104404,Bing,Edu - Bing,Edu - Phlebotomy (Mobile),Phlebotomy - Certification,how to become a +phlebotomy technician,Phlebotomy,Edu,#NAME?,"63,204.00",$0.81 ,$0.49 ,148,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,66069507069995,81842427856238,8944762101077,35490205859138,Bing,Edu - Bing,Edu - Phlebotomy (Mobile),Phlebotomy - Certification,national +phlebotomy certification agencies,Phlebotomy,Edu,#NAME?,"54,222.00",$0.81 ,$0.49 ,301,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,11710523533289,28733971536983,52510815133652,89070822096019,Bing,Edu - Bing,Edu - Phlebotomy (Mobile),Phlebotomy - Programs,medical assistant +phlebotomist certification,Phlebotomy,Edu,#NAME?,"84,077.00",$0.83 ,$0.49 ,30,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,89893718811677,14472135924670,49475174224227,25737538136956,Bing,Edu - Bing,Edu - Security (Mobile),Security - Guard Card Training,bsis guard card replacement,Security,Edu,#NAME?,"95,537.00",$1.00 ,$0.49 ,179,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,87205768490523,74715440082174,52359492023571,11313834569673,Bing,Edu - Bing,Edu - Surgical (Desktop),Surgical - Classes,+surgical operating room tech,Surgical,Edu,#VALUE!,"30,764.00",$0.90 ,$0.49 ,258,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,28830046137687,12417935247818,27179140458617,8226238332093,Bing,Lif - Bing,Lif - Family (Desktop),Family - Quotes,+family life insurance co,Family,Lif,#VALUE!,"36,676.00",$0.84 ,$0.49 ,222,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,48358793268448,82653534563880,65883106091804,4785455996018,Bing,Lif - Bing,Lif - Universal (Desktop),Universal - Policy,what's +universal life insurance,Universal,Lif,#VALUE!,"28,055.00",$0.86 ,$0.49 ,12,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,68081691471904,53333121939510,69147794665452,48365097305619,Google,Car - Google,Car - Suspended (Mobile),Suspended - General,can i get car insurance with a +suspended license,Suspended,Car,#NAME?,"88,964.00",$0.09 ,$0.49 ,59,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,36924932943233,48174880077385,93143919561174,77330181425094,Google,Car - Google,Car - Teen (Mobile),Teen - General,+17 yr old car insurance,Teen,Car,#NAME?,"47,203.00",$0.79 ,$0.49 ,369,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,22844306659364,32031539128275,93894819668983,2119042875667,Google,Car - Google,Car - Teen (Mobile),Teen - General,auto insurance rates for +teenage drivers,Teen,Car,#NAME?,"40,563.00",$0.68 ,$0.49 ,44,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,28297982885107,85008882334840,32558397007349,80308366684781,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA class tampa,CNA,Edu,#NAME?,"28,053.00",$0.50 ,$0.49 ,192,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,21233446354915,69724595826361,74297713887561,19332464799137,Google,Edu - Google,Edu - Dialysis (Mobile),Dialysis - Training,+dialysis training for registered nurses,Dialysis,Edu,#NAME?,"1,535.00",$0.20 ,$0.49 ,22,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,86785341998873,20885324136334,10273542209104,31621349894016,Google,Edu - Google,Edu - Dispatcher (Mobile),Dispatcher - Certification,+dispatcher certification Online,Dispatcher,Edu,#NAME?,"53,656.00",$0.29 ,$0.49 ,410,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,55689724980645,27485751206820,48687999734398,72639722411542,Google,Edu - Google,Edu - EKG (Desktop),EKG - Classes,+ekg certification Online Classes,EKG,Edu,#VALUE!,"16,030.00",$0.25 ,$0.49 ,203,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,79871124295382,25697259019497,43929770438857,88270300552608,Google,Edu - Google,Edu - Medical.Assistant (Mobile),Medical.Assistant - Programs,+Online +medical.assistant Programs,Medical.Assistant,Edu,#NAME?,"82,556.00",$0.28 ,$0.49 ,442,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,82189316303630,4373336040089,90288831757634,45105765802332,Google,Edu - Google,Edu - Parole.Officer (Desktop),Parole.Officer - Become,+parole.officer education requirements,Parole.Officer,Edu,#VALUE!,"43,094.00",$0.86 ,$0.49 ,307,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,21428078405734,69209324499826,94163328892572,47373959348217,Google,Edu - Google,Edu - Phlebotomy (Mobile),Phlebotomy - Programs,+phlebotomists Classes,Phlebotomy,Edu,#NAME?,"9,523.00",$0.56 ,$0.49 ,447,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,29649874386313,63064584302579,3109546968920,78992469351383,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Schools,+respiratory.therapist to medical +school,Respiratory.Therapist,Edu,#NAME?,"32,461.00",$0.26 ,$0.49 ,192,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,28484243241628,42482457093492,33599213191428,22199028612773,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Schools,4 year +respiratory.therapy schools,Respiratory.Therapist,Edu,#NAME?,"30,144.00",$0.05 ,$0.49 ,393,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,78347839708443,48967365753813,44483427244129,62432527829683,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Schools,how long does +respiratory.therapist school take,Respiratory.Therapist,Edu,#NAME?,"54,760.00",$0.73 ,$0.49 ,244,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,47666121037115,23788224029651,2540666772005,24903925019732,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Programs,+Online +surgery tech +Programs,Surgical,Edu,#NAME?,"40,880.00",$0.58 ,$0.49 ,9,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,92768269846626,71679922796268,81413394839790,82016629776065,Google,Edu - Google,Edu - Vet.Tech (Desktop),Vet.Tech - Programs,avma +vet.tech programs,Vet.Tech,Edu,#VALUE!,"57,690.00",$0.08 ,$0.49 ,68,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,17012956319881,71630745784530,30222147000024,14845830562360,Bing,Car - Bing,Car - DUI (Mobile),DUI - General,+dui and insurance,DUI,Car,#NAME?,"79,675.00",$0.64 ,$0.48 ,410,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,10758876774997,77814042136907,73798373120095,16390433471715,Bing,Edu - Bing,Edu - Anesthesia (Mobile),Anesthesia - Programs,best +anesthesia programs,Anesthesia,Edu,#NAME?,"18,870.00",$1.00 ,$0.48 ,482,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,53825573495561,47770245142979,44567524144942,41353273591205,Bing,Edu - Bing,Edu - Probation (Mobile),Probation - Become,how to be a +probation officer,Probation,Edu,#NAME?,"19,403.00",$0.42 ,$0.48 ,463,$1.68 ,$0.42 ,0,0,0,0
9/30/2018,,66304560134765,50439319565538,31281118816599,55044830064575,Bing,Lif - Bing,Lif - Children (Mobile),Children - Children,+life insurance for my son,Children,Lif,#NAME?,"36,402.00",$0.73 ,$0.48 ,256,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,9344961689167,30444520623593,76222398425360,54782991706997,Bing,Lif - Bing,Lif - Illness (Desktop),Illness - Cover,life insurance with +critical illness cover,Illness,Lif,#VALUE!,"15,433.00",$0.64 ,$0.48 ,367,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,88538100256956,41677189028837,11710249590141,22209068222337,Bing,Lif - Bing,Lif - Illness (Mobile),Illness - Rider,+terminal +illness cover,Illness,Lif,#NAME?,"9,498.00",$0.53 ,$0.48 ,122,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,29615895846213,83228159707455,58961595846353,34531894353868,Bing,Lif - Bing,Lif - Senior (Mobile),Senior - Burial,+burial expense insurance,Senior,Lif,#NAME?,"24,846.00",$0.96 ,$0.48 ,342,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,61078273405943,54645081303727,6174213675777,55972420990767,Bing,Lif - Bing,Lif - Universal (Desktop),Universal - Policy,+universal life insurance policy,Universal,Lif,#VALUE!,"27,449.00",$0.14 ,$0.48 ,443,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,52073365708399,89487170075200,86199309913213,12831402604571,Google,Edu - Google,Edu - Dialysis (Mobile),Dialysis - Training,+dialysis +training +school,Dialysis,Edu,#NAME?,"21,945.00",$0.81 ,$0.48 ,90,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,92022033424283,46690174037298,68430641649541,63866382626383,Google,Edu - Google,Edu - Dispatcher (Desktop),Dispatcher - Certification,911.+dispatcher certification,Dispatcher,Edu,#VALUE!,"89,699.00",$0.06 ,$0.48 ,41,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,23480793901413,58717554916804,79443345604207,40020710524857,Google,Edu - Google,Edu - EKG (Mobile),EKG - Classes,nha +ekg practice test,EKG,Edu,#NAME?,"54,712.00",$0.05 ,$0.48 ,239,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,15708010277748,21667133718356,47794833571622,77475626410757,Google,Edu - Google,Edu - Medical.Assistant (Mobile),Medical.Assistant - Classes,+medical.assistant college courses,Medical.Assistant,Edu,#NAME?,"36,130.00",$0.36 ,$0.48 ,73,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,79441040259668,68202767453958,23472260195084,68247691268766,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Programs,+med.tech Programs +Online,Medical/Lab,Edu,#NAME?,"6,222.00",$0.01 ,$0.48 ,353,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,65729224159719,49725466717576,74178856085566,44732381414741,Google,Edu - Google,Edu - Nuclear.Medicine.Tech (Mobile),Nuclear.Medicine.Tech - Become,become a +nuclear.medicine.technologist,Nuclear.Medicine.Tech,Edu,#NAME?,"13,856.00",$0.48 ,$0.48 ,331,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,29953121253801,87905368287017,78596613850571,83337544697359,Google,Edu - Google,Edu - Paramedic (Desktop),Paramedic - Certification,fastest way to become a +paramedic,Paramedic,Edu,#VALUE!,"84,034.00",$0.75 ,$0.48 ,74,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,83831266489628,23242080920821,14022527404233,71098885026972,Google,Edu - Google,Edu - Phlebotomy (Mobile),Phlebotomy - Certification,online +phlebotomy certification classes,Phlebotomy,Edu,#NAME?,"78,136.00",$0.23 ,$0.48 ,280,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,26575472861650,58454132733243,92866315022659,93696762671391,Google,Edu - Google,Edu - Phlebotomy (Mobile),Phlebotomy - Training Test,+phlebotomy courses near me,Phlebotomy,Edu,#NAME?,"81,939.00",$0.42 ,$0.48 ,268,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,30951364963325,39577425274552,33122007949484,80095402001680,Google,Edu - Google,Edu - Phlebotomy (Mobile),Phlebotomy - Training Test,registered +phlebotomist,Phlebotomy,Edu,#NAME?,"77,140.00",$0.85 ,$0.48 ,484,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,13665355756378,71264816146633,35999523856868,26905192659807,Google,Edu - Google,Edu - Probation (Mobile),Probation - Training,trainee +probation officer,Probation,Edu,#NAME?,"54,622.00",$0.53 ,$0.48 ,112,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,22822719445862,25607107180841,53440829251013,17999731971260,Google,Edu - Google,Edu - Real.Estate (Mobile),Real.Estate - Classes,in +class +real.estate school,Real.Estate,Edu,#NAME?,"54,306.00",$0.99 ,$0.48 ,309,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,12592059259545,22368365824080,58165046954804,62054322869635,Google,Edu - Google,Edu - Security (Mobile),Security - Guard Training,courses for +security,Security,Edu,#NAME?,"69,918.00",$0.99 ,$0.48 ,377,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,16865160965705,78074075629687,84336805291103,41238452703195,Google,Edu - Google,Edu - Surgical (Desktop),Surgical - Certification,+surgical tech +certification +Online,Surgical,Edu,#VALUE!,"20,965.00",$0.37 ,$0.48 ,346,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,55576228690134,59087091873784,38544170415383,34967350171628,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Certification,+surgical Technician certification,Surgical,Edu,#NAME?,"75,948.00",$0.70 ,$0.48 ,119,$0.67 ,$0.17 ,0,0,0,0
9/30/2018,,73646842530722,90671429063444,24217794675170,14893565504758,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Certification,tech in +surgery +certified,Surgical,Edu,#NAME?,"45,636.00",$0.05 ,$0.48 ,151,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,85913607590640,10744105613300,80934865654374,48168850334202,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Classes,+surgical degree,Surgical,Edu,#NAME?,"87,740.00",$0.30 ,$0.48 ,392,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,8359602280749,75231991198627,51605005640837,47754712771091,Google,Edu - Google,Edu - X-Ray (Mobile),Radiology - Schools,online medical degrees radiology,X-Ray,Edu,#NAME?,"92,944.00",$0.74 ,$0.48 ,20,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,90557078537680,79536936757610,5856662225193,23389293897590,Google,Edu - Google,Edu - X-Ray (Mobile),Radiology - Schools,online x ray technician certificate programs,X-Ray,Edu,#NAME?,"32,547.00",$0.74 ,$0.48 ,464,$0.00 ,$0.00 ,0,0,0,0
9/30/2018,,47201400296476,86015925190658,46102080565810,47894633529170,Google,Lif - Google,Lif - Illness (Mobile),Illness - Cover,+critical life cover mortgage,Illness,Lif,#NAME?,"3,229.00",$0.33 ,$0.48 ,452,$0.00 ,$0.00 ,0,0,0,0
